content,Label,text_clean,text_StopWord,text_tokens,text_steamindo
"Tidak bisa dipake comment, tolong diperbaiki",Negatif,tidak bisa dipake comment tolong diperbaiki,dipake comment tolong diperbaiki,"['dipake', 'comment', 'tolong', 'diperbaiki']",dipake comment tolong baik
Interesting,Positif,interesting,interesting,['interesting'],interesting
Ok,Positif,ok,ok,['ok'],ok
Berfungsi dengan baik.,Positif,berfungsi dengan baik,berfungsi,['berfungsi'],fungsi
oke,Positif,oke,oke,['oke'],oke
seruuuuu,Positif,seruuuuu,seruuuuu,['seruuuuu'],seruuuuu
keren juga,Positif,keren juga,keren,['keren'],keren
ok aja si buat menuangkan isi dihati,Positif,ok aja si buat menuangkan isi dihati,ok aja si menuangkan isi dihati,"['ok', 'aja', 'si', 'menuangkan', 'isi', 'dihati']",ok aja si tuang isi hati
☕🚬☕,Positif,,,[],
"Saya sangat menyukai aplikasinya mirip dengan twiter, tingkatkan dan semoga ada fitur baru",Positif,saya sangat menyukai aplikasinya mirip dengan twiter tingkatkan dan semoga ada fitur baru,menyukai aplikasinya twiter tingkatkan semoga fitur,"['menyukai', 'aplikasinya', 'twiter', 'tingkatkan', 'semoga', 'fitur']",suka aplikasi twiter tingkat moga fitur
"keren, bagus.",Positif,keren bagus,keren bagus,"['keren', 'bagus']",keren bagus
Seru juga ya memakai aplikasi Threads jadi banyak lebih informasi dan ide yang kita dapat di media sosial..thank you,Positif,seru juga ya memakai aplikasi threads jadi banyak lebih informasi dan ide yang kita dapat di media sosialthank you,seru ya memakai aplikasi threads informasi ide media sosialthank you,"['seru', 'ya', 'memakai', 'aplikasi', 'threads', 'informasi', 'ide', 'media', 'sosialthank', 'you']",seru ya pakai aplikasi threads informasi ide media sosialthank you
Simple,Positif,simple,simple,['simple'],simple
Good,Positif,good,good,['good'],good
"untuk saat ini lumayan asik,tapi gatau deh kedepannya tambah baik apa makin buruk",Positif,untuk saat ini lumayan asiktapi gatau deh kedepannya tambah baik apa makin buruk,lumayan asiktapi gatau deh kedepannya buruk,"['lumayan', 'asiktapi', 'gatau', 'deh', 'kedepannya', 'buruk']",lumayan asiktapi gatau deh depan buruk
Okkkkkkkkkkk,Positif,okkkkkkkkkkk,okkkkkkkkkkk,['okkkkkkkkkkk'],okkkkkkkkkkk
Tes aja dulu,Negatif,tes aja dulu,tes aja,"['tes', 'aja']",tes aja
"I Like Threads, an Instagram app!",Positif,i like threads an instagram app,i like threads an instagram app,"['i', 'like', 'threads', 'an', 'instagram', 'app']",i like threads an instagram app
good👍❤,Positif,good,good,['good'],good
Keren 👍👍👍,Positif,keren ,keren,['keren'],keren
Baguss,Positif,baguss,baguss,['baguss'],baguss
"Apa ada yang sering ditangguhkan akun IGnya setelah instal Threads? Sejak setelag instal aps ini, IG saya sering ditangguhkan. Ada yang tau kenapa?",Positif,apa ada yang sering ditangguhkan akun ignya setelah instal threads sejak setelag instal aps ini ig saya sering ditangguhkan ada yang tau kenapa,ditangguhkan akun ignya instal threads setelag instal aps ig ditangguhkan tau,"['ditangguhkan', 'akun', 'ignya', 'instal', 'threads', 'setelag', 'instal', 'aps', 'ig', 'ditangguhkan', 'tau']",tangguh akun ignya instal threads setelag instal aps ig tangguh tau
Ok lah,Positif,ok lah,ok,['ok'],ok
Apkny bagus bhkn lebih rame pas moots dan saling follow,Positif,apkny bagus bhkn lebih rame pas moots dan saling follow,apkny bagus bhkn rame pas moots follow,"['apkny', 'bagus', 'bhkn', 'rame', 'pas', 'moots', 'follow']",apkny bagus bhkn rame pas moots follow
okay,Positif,okay,okay,['okay'],okay
Aplikasi ini emang sangat bagus hampir mirip dengan twitter tpi sayang nya aplikasi ini hanya Di gunakan untuk Di dalam negri untuk di luar negri ketika di pakai aplikasi ini tidak akan mendukung.ketika kembali kedalam negri aplikasi ini tidak bisa di gunakan kembali seperti sebelumnya 😔,Negatif,aplikasi ini emang sangat bagus hampir mirip dengan twitter tpi sayang nya aplikasi ini hanya di gunakan untuk di dalam negri untuk di luar negri ketika di pakai aplikasi ini tidak akan mendukungketika kembali kedalam negri aplikasi ini tidak bisa di gunakan kembali seperti sebelumnya ,aplikasi emang bagus twitter tpi sayang nya aplikasi negri negri pakai aplikasi mendukungketika kedalam negri aplikasi,"['aplikasi', 'emang', 'bagus', 'twitter', 'tpi', 'sayang', 'nya', 'aplikasi', 'negri', 'negri', 'pakai', 'aplikasi', 'mendukungketika', 'kedalam', 'negri', 'aplikasi']",aplikasi emang bagus twitter tpi sayang nya aplikasi negri negri pakai aplikasi mendukungketika dalam negri aplikasi
"Help me please! Padahal baru install beberapa bulan tapi gabisa dipakai ngtreads, ini kenapa ?",Negatif,help me please padahal baru install beberapa bulan tapi gabisa dipakai ngtreads ini kenapa ,help me please install gabisa dipakai ngtreads,"['help', 'me', 'please', 'install', 'gabisa', 'dipakai', 'ngtreads']",help me please install gabisa pakai ngtreads
Maap Salah orang,Negatif,maap salah orang,maap salah orang,"['maap', 'salah', 'orang']",maap salah orang
Bagus tp klo mau lihat komentar org gk bisa di buka,Positif,bagus tp klo mau lihat komentar org gk bisa di buka,bagus tp klo lihat komentar org gk buka,"['bagus', 'tp', 'klo', 'lihat', 'komentar', 'org', 'gk', 'buka']",bagus tp klo lihat komentar org gk buka
good,Positif,good,good,['good'],good
"rame pas awal doang, akhirnya sepi, jadi lebih baik instagram",Positif,rame pas awal doang akhirnya sepi jadi lebih baik instagram,rame pas doang sepi instagram,"['rame', 'pas', 'doang', 'sepi', 'instagram']",rame pas doang sepi instagram
bagus jangkauan makin luas,Positif,bagus jangkauan makin luas,bagus jangkauan luas,"['bagus', 'jangkauan', 'luas']",bagus jangkau luas
sangat baguss dan sangatt membantu,Positif,sangat baguss dan sangatt membantu,baguss sangatt membantu,"['baguss', 'sangatt', 'membantu']",baguss sangatt bantu
Sya blum ad pengalaman buat video....,Positif,sya blum ad pengalaman buat video,sya blum ad pengalaman video,"['sya', 'blum', 'ad', 'pengalaman', 'video']",sya blum ad alam video
cuma buat nulis keluh kesan gue aja.,Positif,cuma buat nulis keluh kesan gue aja,nulis keluh kesan gue aja,"['nulis', 'keluh', 'kesan', 'gue', 'aja']",nulis keluh kesan gue aja
Good,Positif,good,good,['good'],good
Oke,Positif,oke,oke,['oke'],oke
Kok nggak bisa bales pesan ya,Positif,kok nggak bisa bales pesan ya,nggak bales pesan ya,"['nggak', 'bales', 'pesan', 'ya']",nggak bales pesan ya
SEPI AMAT NIH APLIKASI,Negatif,sepi amat nih aplikasi,sepi nih aplikasi,"['sepi', 'nih', 'aplikasi']",sepi nih aplikasi
bagus sih bisa jdi tempat xurhatku,Positif,bagus sih bisa jdi tempat xurhatku,bagus sih jdi xurhatku,"['bagus', 'sih', 'jdi', 'xurhatku']",bagus sih jdi xurhatku
cukup,Positif,cukup,,[],
"Saya hapus Krn Mnrt sy didalamnya kurang menarik dan agak sepi hehehehe, tidak seperti Twitter klo ngecuit pasti rame",Negatif,saya hapus krn mnrt sy didalamnya kurang menarik dan agak sepi hehehehe tidak seperti twitter klo ngecuit pasti rame,hapus krn mnrt sy didalamnya menarik sepi hehehehe twitter klo ngecuit rame,"['hapus', 'krn', 'mnrt', 'sy', 'didalamnya', 'menarik', 'sepi', 'hehehehe', 'twitter', 'klo', 'ngecuit', 'rame']",hapus krn mnrt sy dalam tarik sepi hehehehe twitter klo ngecuit rame
"Bebas kebencian, penuh kelucuan.... 😅👍🏼",Positif,bebas kebencian penuh kelucuan ,bebas kebencian penuh kelucuan,"['bebas', 'kebencian', 'penuh', 'kelucuan']",bebas benci penuh lucu
bagus dan byk yg menarik,Positif,bagus dan byk yg menarik,bagus byk yg menarik,"['bagus', 'byk', 'yg', 'menarik']",bagus byk yg tarik
Bagus,Negatif,bagus,bagus,['bagus'],bagus
Udah bagus tinggal disempurnakan aja,Positif,udah bagus tinggal disempurnakan aja,udah bagus tinggal disempurnakan aja,"['udah', 'bagus', 'tinggal', 'disempurnakan', 'aja']",udah bagus tinggal sempurna aja
Mantap,Positif,mantap,mantap,['mantap'],mantap
Okook,Positif,okook,okook,['okook'],okook
masyaallah tabarakaullahhh bunda bunda,Positif,masyaallah tabarakaullahhh bunda bunda,masyaallah tabarakaullahhh bunda bunda,"['masyaallah', 'tabarakaullahhh', 'bunda', 'bunda']",masyaallah tabarakaullahhh bunda bunda
Ok,Positif,ok,ok,['ok'],ok
bagus banget,Positif,bagus banget,bagus banget,"['bagus', 'banget']",bagus banget
Please give an option to make accounts without having IG ID,Positif,please give an option to make accounts without having ig id,please give an option to make accounts without having ig id,"['please', 'give', 'an', 'option', 'to', 'make', 'accounts', 'without', 'having', 'ig', 'id']",please give an option to make accounts without having ig id
ok,Positif,ok,ok,['ok'],ok
sangat bagus sekali,Positif,sangat bagus sekali,bagus,['bagus'],bagus
Zttd add ta tdrasAx,Negatif,zttd add ta tdrasax,zttd add ta tdrasax,"['zttd', 'add', 'ta', 'tdrasax']",zttd add ta tdrasax
𝑾𝒐𝒘,Positif,,,[],
Di banned semantara terus Instagram,Negatif,di banned semantara terus instagram,banned semantara instagram,"['banned', 'semantara', 'instagram']",banned semantara instagram
Why did you remove the edit thread feature? :(,Positif,why did you remove the edit thread feature ,why did you remove the edit thread feature,"['why', 'did', 'you', 'remove', 'the', 'edit', 'thread', 'feature']",why did you remove the edit thread feature
Gaaaasss 🔥,Positif,gaaaasss ,gaaaasss,['gaaaasss'],gaaaasss
udh di ksih bintang 5. jdi setiap postingan aku kasih fyp yh biar bnyk yg jangkau like dan komen🤍🤍🤍,Positif,udh di ksih bintang  jdi setiap postingan aku kasih fyp yh biar bnyk yg jangkau like dan komen,udh ksih bintang jdi postingan kasih fyp yh biar bnyk yg jangkau like komen,"['udh', 'ksih', 'bintang', 'jdi', 'postingan', 'kasih', 'fyp', 'yh', 'biar', 'bnyk', 'yg', 'jangkau', 'like', 'komen']",udh ksih bintang jdi postingan kasih fyp yh biar bnyk yg jangkau like komen
Oke,Positif,oke,oke,['oke'],oke
keren sih,Positif,keren sih,keren sih,"['keren', 'sih']",keren sih
Ok,Positif,ok,ok,['ok'],ok
kekurangan nya..komentar org lain tdk bisa dibaca apabila gambar atau video tdk punya keterangan teks..,Negatif,kekurangan nyakomentar org lain tdk bisa dibaca apabila gambar atau video tdk punya keterangan teks,kekurangan nyakomentar org tdk dibaca gambar video tdk keterangan teks,"['kekurangan', 'nyakomentar', 'org', 'tdk', 'dibaca', 'gambar', 'video', 'tdk', 'keterangan', 'teks']",kurang nyakomentar org tdk baca gambar video tdk terang teks
ini bagus,Positif,ini bagus,bagus,['bagus'],bagus
"Kenapa yah apk nya kalo aku mau merubah foto profil nya gak ada poto poto ku yang di SD card, jadi profil nya gak bisa di atur",Negatif,kenapa yah apk nya kalo aku mau merubah foto profil nya gak ada poto poto ku yang di sd card jadi profil nya gak bisa di atur,yah apk nya kalo merubah foto profil nya gak poto poto ku sd card profil nya gak atur,"['yah', 'apk', 'nya', 'kalo', 'merubah', 'foto', 'profil', 'nya', 'gak', 'poto', 'poto', 'ku', 'sd', 'card', 'profil', 'nya', 'gak', 'atur']",yah apk nya kalo rubah foto profil nya gak poto poto ku sd card profil nya gak atur
Belum ngerti sama aplikasi Threads.untuk apa,Positif,belum ngerti sama aplikasi threadsuntuk apa,ngerti aplikasi threadsuntuk,"['ngerti', 'aplikasi', 'threadsuntuk']",ngerti aplikasi threadsuntuk
lebih luas melihat dunia publik.,Positif,lebih luas melihat dunia publik,luas dunia publik,"['luas', 'dunia', 'publik']",luas dunia publik
Gabisa hapus pengikut yang profilnya cewek sangek mulu,Negatif,gabisa hapus pengikut yang profilnya cewek sangek mulu,gabisa hapus pengikut profilnya cewek sangek mulu,"['gabisa', 'hapus', 'pengikut', 'profilnya', 'cewek', 'sangek', 'mulu']",gabisa hapus ikut profil cewek sangek mulu
aplikasi sangat membantu soal akun,Positif,aplikasi sangat membantu soal akun,aplikasi membantu akun,"['aplikasi', 'membantu', 'akun']",aplikasi bantu akun
SEMOGA SUKSES Selalu,Positif,semoga sukses selalu,semoga sukses,"['semoga', 'sukses']",moga sukses
"Recommended buat nambah teman, sahabat dan mudah digunakan",Positif,recommended buat nambah teman sahabat dan mudah digunakan,recommended nambah teman sahabat mudah,"['recommended', 'nambah', 'teman', 'sahabat', 'mudah']",recommended nambah teman sahabat mudah
Ini adalah aplikasi pengganti X Twitter yang hampir menyerupai persis. Sejak beredar rumor bahwa bos meta Mark akan duel 1 vs 1 dengan bos Twitter X mas Elon aplikasi ini semakin populer dan banyak diunduh oleh pengguna menurut saya ini aplikasi yang bagus untuk informasi,Positif,ini adalah aplikasi pengganti x twitter yang hampir menyerupai persis sejak beredar rumor bahwa bos meta mark akan duel  vs  dengan bos twitter x mas elon aplikasi ini semakin populer dan banyak diunduh oleh pengguna menurut saya ini aplikasi yang bagus untuk informasi,aplikasi pengganti x twitter menyerupai persis beredar rumor bos meta mark duel vs bos twitter x mas elon aplikasi populer diunduh pengguna aplikasi bagus informasi,"['aplikasi', 'pengganti', 'x', 'twitter', 'menyerupai', 'persis', 'beredar', 'rumor', 'bos', 'meta', 'mark', 'duel', 'vs', 'bos', 'twitter', 'x', 'mas', 'elon', 'aplikasi', 'populer', 'diunduh', 'pengguna', 'aplikasi', 'bagus', 'informasi']",aplikasi ganti x twitter rupa persis edar rumor bos meta mark duel vs bos twitter x mas elon aplikasi populer unduh guna aplikasi bagus informasi
kasih 4 dulu soalnya baru nyobain,Positif,kasih  dulu soalnya baru nyobain,kasih nyobain,"['kasih', 'nyobain']",kasih nyobain
ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ,Positif,,,[],
Aplikasinya bagus,Positif,aplikasinya bagus,aplikasinya bagus,"['aplikasinya', 'bagus']",aplikasi bagus
sangat bagus👍👍👍♥️♥️♥️,Positif,sangat bagus,bagus,['bagus'],bagus
Jelek selalau kena penangguhan,Negatif,jelek selalau kena penangguhan,jelek selalau kena penangguhan,"['jelek', 'selalau', 'kena', 'penangguhan']",jelek lalau kena tangguh
Sangat suka,Positif,sangat suka,suka,['suka'],suka
jelek,Positif,jelek,jelek,['jelek'],jelek
nice good.,Positif,nice good,nice good,"['nice', 'good']",nice good
Belum tau apa ini kawan ae,Positif,belum tau apa ini kawan ae,tau kawan ae,"['tau', 'kawan', 'ae']",tau kawan ae
"Gak jelas, baru download malah disuruh update aneh",Negatif,gak jelas baru download malah disuruh update aneh,gak download disuruh update aneh,"['gak', 'download', 'disuruh', 'update', 'aneh']",gak download suruh update aneh
nice,Positif,nice,nice,['nice'],nice
"Apk ini bagus, cuman sedikit lamban",Positif,apk ini bagus cuman sedikit lamban,apk bagus cuman lamban,"['apk', 'bagus', 'cuman', 'lamban']",apk bagus cuman lamban
I love this app UI/UX. Also the community is really positive!!! I enjoy the environment ❤️,Positif,i love this app uiux also the community is really positive i enjoy the environment ,i love this app uiux also the community is really positive i enjoy the environment,"['i', 'love', 'this', 'app', 'uiux', 'also', 'the', 'community', 'is', 'really', 'positive', 'i', 'enjoy', 'the', 'environment']",i love this app uiux also the community is really positive i enjoy the environment
Akakak,Positif,akakak,akakak,['akakak'],akakak
Dengan aplikasi ini dapat saling mengirim pesan dan juga video,Positif,dengan aplikasi ini dapat saling mengirim pesan dan juga video,aplikasi mengirim pesan video,"['aplikasi', 'mengirim', 'pesan', 'video']",aplikasi kirim pesan video
nunggu followers nya banyak dulu,Negatif,nunggu followers nya banyak dulu,nunggu followers nya,"['nunggu', 'followers', 'nya']",nunggu followers nya
Assalamualaikum warahmatullahi WB,Negatif,assalamualaikum warahmatullahi wb,assalamualaikum warahmatullahi wb,"['assalamualaikum', 'warahmatullahi', 'wb']",assalamualaikum warahmatullahi wb
empat dulu..,Positif,empat dulu,,[],
Terima kasih Threads 🎭,Positif,terima kasih threads ,terima kasih threads,"['terima', 'kasih', 'threads']",terima kasih threads
Sangat bagus,Positif,sangat bagus,bagus,['bagus'],bagus
sangat bagus,Positif,sangat bagus,bagus,['bagus'],bagus
Amazing Spider-Man,Positif,amazing spiderman,amazing spiderman,"['amazing', 'spiderman']",amazing spiderman
Dedi sabara Nst,Positif,dedi sabara nst,dedi sabara nst,"['dedi', 'sabara', 'nst']",dedi sabara nst
bagusss ada daget wkwkk,Positif,bagusss ada daget wkwkk,bagusss daget wkwkk,"['bagusss', 'daget', 'wkwkk']",bagusss daget wkwkk
bagus,Positif,bagus,bagus,['bagus'],bagus
Tolong beri akses untuk meng-upload foto dari drive dan google foto saat akan memposting utas.,Positif,tolong beri akses untuk mengupload foto dari drive dan google foto saat akan memposting utas,tolong akses mengupload foto drive google foto memposting utas,"['tolong', 'akses', 'mengupload', 'foto', 'drive', 'google', 'foto', 'memposting', 'utas']",tolong akses mengupload foto drive google foto memposting utas
Bojonegoro,Positif,bojonegoro,bojonegoro,['bojonegoro'],bojonegoro
good application...,Positif,good application,good application,"['good', 'application']",good application
bagus bgt benar2 aplikasi manusia jaman Now !,Positif,bagus bgt benar aplikasi manusia jaman now ,bagus bgt aplikasi manusia jaman now,"['bagus', 'bgt', 'aplikasi', 'manusia', 'jaman', 'now']",bagus bgt aplikasi manusia jaman now
Ok,Positif,ok,ok,['ok'],ok
"ketika saya memposting sesuatu muncul notifikasi di Instagram teman saya padahal saya udah menonaktifkan pengaturan ""sarankan postingan di Instagram""",Negatif,ketika saya memposting sesuatu muncul notifikasi di instagram teman saya padahal saya udah menonaktifkan pengaturan sarankan postingan di instagram,memposting muncul notifikasi instagram teman udah menonaktifkan pengaturan sarankan postingan instagram,"['memposting', 'muncul', 'notifikasi', 'instagram', 'teman', 'udah', 'menonaktifkan', 'pengaturan', 'sarankan', 'postingan', 'instagram']",memposting muncul notifikasi instagram teman udah nonaktif atur saran postingan instagram
👍👍👍👍,Positif,,,[],
"sungguh sangat memuaskan jika memiliki aplikasi Threads,,,,,",Positif,sungguh sangat memuaskan jika memiliki aplikasi threads,sungguh memuaskan memiliki aplikasi threads,"['sungguh', 'memuaskan', 'memiliki', 'aplikasi', 'threads']",sungguh muas milik aplikasi threads
bagus aku suka..☺️,Positif,bagus aku suka,bagus suka,"['bagus', 'suka']",bagus suka
sangat membatu menambah informasi,Positif,sangat membatu menambah informasi,membatu menambah informasi,"['membatu', 'menambah', 'informasi']",batu tambah informasi
Sangat bagus,Positif,sangat bagus,bagus,['bagus'],bagus
Mboh,Positif,mboh,mboh,['mboh'],mboh
ga suka dan abis download daftar stelah tau langsung hpus 🤣,Negatif,ga suka dan abis download daftar stelah tau langsung hpus ,ga suka abis download daftar stelah tau langsung hpus,"['ga', 'suka', 'abis', 'download', 'daftar', 'stelah', 'tau', 'langsung', 'hpus']",ga suka abis download daftar stelah tau langsung hpus
apkalsi yang bagus,Positif,apkalsi yang bagus,apkalsi bagus,"['apkalsi', 'bagus']",apkalsi bagus
Ampas ga bisa baca komen,Negatif,ampas ga bisa baca komen,ampas ga baca komen,"['ampas', 'ga', 'baca', 'komen']",ampas ga baca komen
"Kholidah Tamami, (olie tamami) aku suka threads~ Twitter bagus (Alm. Tamami Kamsari)",Positif,kholidah tamami olie tamami aku suka threads twitter bagus alm tamami kamsari,kholidah tamami olie tamami suka threads twitter bagus alm tamami kamsari,"['kholidah', 'tamami', 'olie', 'tamami', 'suka', 'threads', 'twitter', 'bagus', 'alm', 'tamami', 'kamsari']",kholidah tamam olie tamam suka threads twitter bagus alm tamam kamsari
Bagus,Positif,bagus,bagus,['bagus'],bagus
video harus di tekanan dulu baru bersuara,Negatif,video harus di tekanan dulu baru bersuara,video tekanan bersuara,"['video', 'tekanan', 'bersuara']",video tekan suara
top bgt luar biasa jumpa orang2 yg hebat,Positif,top bgt luar biasa jumpa orang yg hebat,top bgt jumpa orang yg hebat,"['top', 'bgt', 'jumpa', 'orang', 'yg', 'hebat']",top bgt jumpa orang yg hebat
Kita coba dulu ya,Positif,kita coba dulu ya,coba ya,"['coba', 'ya']",coba ya
Bagus banget dan TDK ada iklan aku jadi bintang 5 buat aplikasi ini 👍👍👍👍👍,Positif,bagus banget dan tdk ada iklan aku jadi bintang  buat aplikasi ini ,bagus banget tdk iklan bintang aplikasi,"['bagus', 'banget', 'tdk', 'iklan', 'bintang', 'aplikasi']",bagus banget tdk iklan bintang aplikasi
sehat2 dan baik2 banget orang2 di threads 😭,Positif,sehat dan baik banget orang di threads ,sehat banget orang threads,"['sehat', 'banget', 'orang', 'threads']",sehat banget orang threads
jos,Positif,jos,jos,['jos'],jos
Terimakasih,Positif,terimakasih,terimakasih,['terimakasih'],terimakasih
Salam... 🙋,Positif,salam ,salam,['salam'],salam
Awesome,Positif,awesome,awesome,['awesome'],awesome
👍,Positif,,,[],
Bagus dan mudah untuk Di jalankan,Positif,bagus dan mudah untuk di jalankan,bagus mudah jalankan,"['bagus', 'mudah', 'jalankan']",bagus mudah jalan
Good,Positif,good,good,['good'],good
medsos yang baru bagi saya,Positif,medsos yang baru bagi saya,medsos,['medsos'],medsos
seru juga bisa scroll berita seru Dri seluruh dunia,Positif,seru juga bisa scroll berita seru dri seluruh dunia,seru scroll berita seru dri dunia,"['seru', 'scroll', 'berita', 'seru', 'dri', 'dunia']",seru scroll berita seru dri dunia
Luk man Scri,Positif,luk man scri,luk man scri,"['luk', 'man', 'scri']",luk man scri
good apk,Positif,good apk,good apk,"['good', 'apk']",good apk
Oke,Positif,oke,oke,['oke'],oke
semoga bisa menjadi aplikasi yg populer berikutnya selain medsos yang lain2.. terima kasih 🙏😇,Positif,semoga bisa menjadi aplikasi yg populer berikutnya selain medsos yang lain terima kasih ,semoga aplikasi yg populer medsos terima kasih,"['semoga', 'aplikasi', 'yg', 'populer', 'medsos', 'terima', 'kasih']",moga aplikasi yg populer medsos terima kasih
Nice,Positif,nice,nice,['nice'],nice
baik,Positif,baik,,[],
Gak enak,Negatif,gak enak,gak enak,"['gak', 'enak']",gak enak
good for threads,Positif,good for threads,good for threads,"['good', 'for', 'threads']",good for threads
saya tidak paham gmna cara menggunakan apk nya:v,Negatif,saya tidak paham gmna cara menggunakan apk nyav,paham gmna apk nyav,"['paham', 'gmna', 'apk', 'nyav']",paham gmna apk nyav
Ok,Positif,ok,ok,['ok'],ok
Aplikasi threads sangat bagus semoga lebih bagus lagi kedepannya,Positif,aplikasi threads sangat bagus semoga lebih bagus lagi kedepannya,aplikasi threads bagus semoga bagus kedepannya,"['aplikasi', 'threads', 'bagus', 'semoga', 'bagus', 'kedepannya']",aplikasi threads bagus moga bagus depan
Aplikasi paling mengganggu,Negatif,aplikasi paling mengganggu,aplikasi mengganggu,"['aplikasi', 'mengganggu']",aplikasi ganggu
Ngga asik,Negatif,ngga asik,ngga asik,"['ngga', 'asik']",ngga asik
Udah 3 hari gabisa komen utasan tolong perbaiki,Negatif,udah  hari gabisa komen utasan tolong perbaiki,udah gabisa komen utasan tolong perbaiki,"['udah', 'gabisa', 'komen', 'utasan', 'tolong', 'perbaiki']",udah gabisa komen utas tolong baik
"Baik , Cepat, Tanggap",Positif,baik  cepat tanggap,cepat tanggap,"['cepat', 'tanggap']",cepat tanggap
👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎,Negatif,,,[],
👍👍👍👍,Positif,,,[],
"Belum sempurna,",Positif,belum sempurna,sempurna,['sempurna'],sempurna
Saya suka sekali sama aplikasi nya ❤,Positif,saya suka sekali sama aplikasi nya ,suka aplikasi nya,"['suka', 'aplikasi', 'nya']",suka aplikasi nya
Ok,Positif,ok,ok,['ok'],ok
harapannya semoga akun-akun spam dari luar negeri bisa ditindaklanjuti lagi ya,Positif,harapannya semoga akunakun spam dari luar negeri bisa ditindaklanjuti lagi ya,harapannya semoga akunakun spam negeri ditindaklanjuti ya,"['harapannya', 'semoga', 'akunakun', 'spam', 'negeri', 'ditindaklanjuti', 'ya']",harap moga akunakun spam negeri ditindaklanjuti ya
Ok,Positif,ok,ok,['ok'],ok
Tolong dong klo akun kita private masih bisa komen di postingan yg lain,Positif,tolong dong klo akun kita private masih bisa komen di postingan yg lain,tolong klo akun private komen postingan yg,"['tolong', 'klo', 'akun', 'private', 'komen', 'postingan', 'yg']",tolong klo akun private komen postingan yg
Rian Siswanto hard rock hotel Bali lantai 4 kamar no 501,Positif,rian siswanto hard rock hotel bali lantai  kamar no ,rian siswanto hard rock hotel bali lantai kamar no,"['rian', 'siswanto', 'hard', 'rock', 'hotel', 'bali', 'lantai', 'kamar', 'no']",rian siswanto hard rock hotel bal lantai kamar no
Sangat Bagus & Bermanfaat Treads adalah aplikasi untuk pengembangan inspirasi melalui ide dan gagasan cerdas dan positif untuk kebaikan dan keberlanjutan masa depanyang lebih baik,Positif,sangat bagus  bermanfaat treads adalah aplikasi untuk pengembangan inspirasi melalui ide dan gagasan cerdas dan positif untuk kebaikan dan keberlanjutan masa depanyang lebih baik,bagus bermanfaat treads aplikasi pengembangan inspirasi ide gagasan cerdas positif kebaikan keberlanjutan depanyang,"['bagus', 'bermanfaat', 'treads', 'aplikasi', 'pengembangan', 'inspirasi', 'ide', 'gagasan', 'cerdas', 'positif', 'kebaikan', 'keberlanjutan', 'depanyang']",bagus manfaat treads aplikasi kembang inspirasi ide gagas cerdas positif baik lanjut depanyang
"Aku ga ngerti cara pakai nya, tapi ini sangat seru",Positif,aku ga ngerti cara pakai nya tapi ini sangat seru,ga ngerti pakai nya seru,"['ga', 'ngerti', 'pakai', 'nya', 'seru']",ga ngerti pakai nya seru
Bagus,Positif,bagus,bagus,['bagus'],bagus
Bgus,Positif,bgus,bgus,['bgus'],bgus
Bagus,Positif,bagus,bagus,['bagus'],bagus
Mantaap,Positif,mantaap,mantaap,['mantaap'],mantaap
Mantap,Positif,mantap,mantap,['mantap'],mantap
Menyalaaa,Positif,menyalaaa,menyalaaa,['menyalaaa'],menyalaaa
mantap bisa keluarin uneg uneg,Positif,mantap bisa keluarin uneg uneg,mantap keluarin uneg uneg,"['mantap', 'keluarin', 'uneg', 'uneg']",mantap keluarin uneg uneg
Very ...very good,Positif,very very good,very very good,"['very', 'very', 'good']",very very good
Yeah idk but is bad,Positif,yeah idk but is bad,yeah idk but is bad,"['yeah', 'idk', 'but', 'is', 'bad']",yeah idk but is bad
Ok,Positif,ok,ok,['ok'],ok
mantep gw dpt cuan,Positif,mantep gw dpt cuan,mantep gw dpt cuan,"['mantep', 'gw', 'dpt', 'cuan']",mantep gw dpt cuan
baguuuss,Positif,baguuuss,baguuuss,['baguuuss'],baguuuss
sangat mudah untuk digunakan 👍,Positif,sangat mudah untuk digunakan ,mudah,['mudah'],mudah
aplikasinya bagus ... lumayan buat diary ngeluarin unek2 yg gak harus semua teman tahu,Positif,aplikasinya bagus  lumayan buat diary ngeluarin unek yg gak harus semua teman tahu,aplikasinya bagus lumayan diary ngeluarin unek yg gak teman,"['aplikasinya', 'bagus', 'lumayan', 'diary', 'ngeluarin', 'unek', 'yg', 'gak', 'teman']",aplikasi bagus lumayan diary ngeluarin unek yg gak teman
Good,Positif,good,good,['good'],good
Aplikasi mantap,Positif,aplikasi mantap,aplikasi mantap,"['aplikasi', 'mantap']",aplikasi mantap
Oke,Positif,oke,oke,['oke'],oke
