userName,score,at,content
Muhammad Alwan,5,2024-05-03 17:09:55,ok ok aja deh
Ardila Putri,3,2024-05-03 13:17:51,Ko hrs dowload lg siii?? Knp tolng di perbaiki ya. Sekali lg. ilang ilang melulu ig nya ......
Arafik Tamrin,5,2024-05-03 11:18:38,Terimakasih aplikasi aku mendapatkan teman lebih banyak
Cardi29Official,5,2024-05-03 10:33:13,Aplikasi keren untuk update caption
Hazen Aziz,5,2024-05-03 09:42:17,👍👍👍
Intan Laura,5,2024-05-03 08:09:40,Home service perawatan badan dan rambut di rumah kusus wanita 🙏🙏😊
Shara Chelza,4,2024-05-03 06:44:47,Aplikasi Sudah Sangat Bagus Tapi Tolong Pas Update Nanti Bisa Pake Akun Selain Instragram Soalnya menurutku ini susah soalnya gw pernah akun Instagram hilang jadinya gak bisa login ke theards dan sayangnya lupa tak screenshot.Nanti kalau bisa pake akun lain gw ganti jadi 5 bintang
Ahmad Hidayah,5,2024-05-03 02:44:19,mantap
Lorens kogoya kogoya,4,2024-05-03 02:00:29,like
Cardinal Eze,5,2024-05-02 23:59:22,Ceweknya Cakep² cuy
Sandra Awondatu,5,2024-05-02 23:58:06,"Sosmed yg terhubung dengan mereka yang terkenal, untuk menjadi motivasi hidup, membagikan karya kita kepada publik🙏"
Tommy Kurniawan,4,2024-05-02 21:01:23,Lumayan kerenn
Hizkia Simanjuntak,5,2024-05-02 17:11:10,aplikasinya unik
Nhader Ghifary,5,2024-05-02 16:20:15,mantap
ajayALvi83 zoel,5,2024-05-02 11:38:26,Good jobb
Enny mulyani,5,2024-05-02 04:40:20,bintang 7
Tri Astuti,5,2024-05-02 04:22:23,"Saya sudah mendownload aplikasi threads, an Instagram app dan hasilnya di aplikasi threads an Instagram app sudah banyak pengikut yang mengikuti threads an Instagram app dan ternyata aplikasi threads an Instagram app sama seperti Instagram bisa memperoleh pengikut dan mengikuti yang banyak banget. Saya saja sampai kaget melihat begitu banyaknya pengikut yang mengikuti Threads an Instagram app dan Instagram milik saya. Saya berharap semoga aplikasi threads an Instagram app dan Instagram."
Muhammad Rafi',5,2024-05-01 17:25:59,"bagus, cuman orang lain dari instagram kurang aktif di platform ini... sepi jadinya."
Djuma Lioke,4,2024-05-01 15:01:28,DjumaLioke
Naila Putri,5,2024-05-01 11:19:11,Yes and either way I'm goes like I've heya
Athena Lie,1,2024-05-01 10:40:31,"Aplikasi goblokkk gw daptar oke Ig gk bisa"" udh jelas"" kata sandi Ig gw itu babi lngsung gw uninstal lagi ni aplikasi ajg mending Twitter"
Abdul Rizki,5,2024-05-01 09:39:20,Saya suka sama aplikasi ini mantap
tan henďri,5,2024-05-01 07:59:01,Tan Hendri Hendri
Dwiki Koiron,5,2024-05-01 06:05:17,Update aplikasinya lebih banyak baru
ASENG DJACKY,5,2024-05-01 05:38:41,sudah seperti ini jangan dilebihkan lagi biar gampang saling folow
Br Nugroho,5,2024-05-01 04:48:53,Ok
Ignasius Indon,5,2024-05-01 03:19:58,Mantap
Rossie Apriyanti,5,2024-05-01 01:12:49,Senang
Emiy Emily,3,2024-04-30 14:53:02,Sizpa saja dapat melihat nama dan foto Akun google anda developer juga dapat melihan negara dan informasi perangkat (seperti bahasa model dan versi os)serta dapat menggunakan informasi untuk merespons _pelajarilebih_ lanjut
Tresno Tresno,4,2024-04-30 11:50:23,bagus.....
Najib Awoakwoakwok,1,2024-04-30 07:47:44,"bru jg slese donlod udh disuruh update,lawak bner nih apk😂"
Taryono bagus,4,2024-04-30 07:45:01,"aku kasih bintang 4 dulu yah, karna saya blm tau cara kerjanya 🙏"
Dandi Ellong,5,2024-04-30 03:30:35,Ok nice
dery movick12,1,2024-04-30 02:42:41,"Tolong perbaiki dong,masa gagal terus bikin utasan , kalo sudah di perbaiki saya kasih bintang 5"
KRISDIANTO KRIS,5,2024-04-29 23:38:43,Nice Good Keren
Rival Kurniawan,1,2024-04-29 20:38:08,Bikin emosi gua pake nih apk
Rizky Fathur,4,2024-04-29 19:15:35,lumayan bgus dan membantu jga
Setiya Setiya,4,2024-04-29 16:01:44,Lumayan
Abdul Muchyi,5,2024-04-29 14:54:05,Raden Galih Purwati Gempol Palimanan CIREBON INDONESIA
Wansori Daya,5,2024-04-29 12:43:35,Lumayan bagus
Muhammad Saeful alim,1,2024-04-29 12:41:13,Aplikasi zionis
F4dh!L- AFR,4,2024-04-29 10:37:52,"Kalau menurutku threads bukan hanya social media, tapi juga social diary. Terimakasih karena threads telah hadir dan menjadi wadah terbaik untuk saya yang suka menulis Suksess selalu threads"
Pie. Gem,5,2024-04-29 10:04:42,mantap 😁😁😁
mohamad risal,3,2024-04-29 06:24:47,Absolute
VQ Mogers,4,2024-04-29 04:44:09,tiba² ig gua ditangguhkan tanpa sebab
Gitar Pemula,2,2024-04-29 02:00:59,Tiap kali klik di IG ga masuk ke thread langsung tp ke google play ini
Niken Lidiastuti,5,2024-04-29 00:49:54,Cukup membantu koneksi dengan sahabat dumay
lutvi arizal,5,2024-04-28 23:29:18,Hiburan
kalima dhohir,4,2024-04-28 23:08:41,good
Oktavianus,5,2024-04-28 16:25:32,sangat bermanfaat sekalii
Muhamad Rizki,4,2024-04-28 08:35:29,Apknya udah cukup bagus cuman pas nonton video harus pencet volume dulu kalo mau ada suaranya jadi ribet kalo bisa di bikin pas mencet video baru ada suara itu lebih baik mana tombol volume nya kecil lagi
Kapten Scorpio,5,2024-04-28 02:27:24,mantaff
tono Doang,5,2024-04-27 13:49:44,Aku senang app ini sangat buat hiburan untuk ikut serta potingan buat aku.nah paling suka saya kasih bintang lima buat saya.
M Razali Hrp,5,2024-04-27 10:50:52,sangat terkesan buat saya
Indra Gunawan,4,2024-04-27 09:22:47,Good
Abeng Siswanto,5,2024-04-27 01:26:27,Mantap
ryuza,5,2024-04-27 00:14:31,Ok
Seminar Id,5,2024-04-26 14:42:39,"Mas Anies ,mas Anies Angin tidak punya KTP anjay"
Ridex S,5,2024-04-26 13:26:18,Good
Karen zahra Isnaya,1,2024-04-26 10:47:02,"tolong adain fitur arsip, klo udh ada sy ksh lima 🙏🏻"
Ade Galing,4,2024-04-26 10:41:45,terbaik
Halangbaya Bayan,4,2024-04-26 10:30:07,"Mudah mudahan Threads Instagram sangat membantu dlm segalahal yg baik, dan banyak manfaatnya buat kami semua"
Apip Pudin,5,2024-04-26 05:59:28,"bagus banget, jadi punya banyak teman"
Devi Trilani,5,2024-04-26 05:41:36,suka
Aya Damayanti,1,2024-04-26 02:15:27,"tambah fitur dm dong, biar ga bolak balik ke ig"
Muhammad Nursyam,5,2024-04-25 17:35:48,lumayan
jhon langi,5,2024-04-25 16:25:30,Sangat membantu
Fitri Fitri,5,2024-04-25 14:56:57,sangat bagus
